order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extraction_time_x,source,late_delivery,latency_days,weekend,item_id,product_id,quantity,list_price_x,discount,extraction_time_x,source_x,timestamp,rates.EGP,extraction_time_y,source_y,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extraction_time_y,source_folder
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2024-04-29 12:47:30.938683,postgres,False,,False,1,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,5,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,5,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,4,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2024-04-29 12:47:30.938683,postgres,False,,False,1,20,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,True,4,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2024-04-29 12:47:30.938683,postgres,True,1.0,False,4,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,2,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2024-04-29 12:47:30.938683,postgres,True,2.0,False,3,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-29 12:47:30.938683,postgres,True,2.0,False,1,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,True,2,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,4,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2024-04-29 12:47:30.938683,postgres,False,,False,4,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,2024-04-29 12:47:30.938683,postgres,False,,True,3,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,2024-04-29 12:47:30.938683,postgres,False,,False,4,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,False,3,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,2024-04-29 12:47:30.938683,postgres,False,,False,4,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
691,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,4,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
774,690,4,2017-03-12,2017-03-14,2017-03-14,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
782,1298,4,2017-03-15,2017-03-16,2017-03-18,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,False,1,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
833,406,4,2017-04-12,2017-04-14,2017-04-15,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
905,609,4,2017-05-23,2017-05-26,2017-05-24,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,4,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
914,1068,4,2017-05-28,2017-05-31,2017-05-31,1,2,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
948,618,4,2017-06-15,2017-06-17,2017-06-17,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
952,355,4,2017-06-16,2017-06-18,2017-06-18,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
983,1158,4,2017-06-27,2017-06-28,2017-06-29,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,20,2,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
992,723,4,2017-07-07,2017-07-10,2017-07-09,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,3,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1006,1070,4,2017-07-15,2017-07-18,2017-07-17,2,7,2024-04-29 12:47:30.938683,postgres,False,,True,1,20,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1029,407,4,2017-07-29,2017-07-30,2017-08-01,1,3,2024-04-29 12:47:30.938683,postgres,True,2.0,False,1,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1043,1235,4,2017-08-06,2017-08-09,2017-08-08,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1073,911,4,2017-08-18,2017-08-19,2017-08-21,2,7,2024-04-29 12:47:30.938683,postgres,True,2.0,True,3,20,1,599.99,0.2,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1142,554,4,2017-09-23,2017-09-26,2017-09-26,1,3,2024-04-29 12:47:30.938683,postgres,False,,False,1,20,2,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1157,24,4,2017-10-01,2017-10-03,2017-10-04,1,3,2024-04-29 12:47:30.938683,postgres,True,1.0,False,1,20,1,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1175,292,4,2017-10-09,2017-10-11,2017-10-12,2,6,2024-04-29 12:47:30.938683,postgres,True,1.0,False,3,20,1,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1228,1041,4,2017-11-04,2017-11-06,2017-11-06,2,6,2024-04-29 12:47:30.938683,postgres,False,,True,3,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1250,1188,4,2017-11-17,2017-11-19,2017-11-18,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,3,20,2,599.99,0.05,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1273,1268,4,2017-11-27,2017-11-29,2017-11-29,2,6,2024-04-29 12:47:30.938683,postgres,False,,False,2,20,1,599.99,0.07,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
1302,322,4,2017-12-16,2017-12-18,2017-12-19,2,7,2024-04-29 12:47:30.938683,postgres,True,1.0,False,2,20,2,599.99,0.1,2024-04-29 12:47:30.993199,postgres,1714384800,47.651723,2024-04-29 10:28:00.188186,api,28590.557,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-29 12:14:14.277891,datalake/bikestore_dim/products
